user_id,time
11640,20201108180000
11448,20201111120000
16137,20201112120000
11605,20201109190000
15203,20201105210000
17385,20201104120000
23789,20201116110000
16015,20201115200000
15145,20201114200000
22697,20201102160000
23337,20201109020000
12859,20201126120000
10311,20201129120000
19109,20201105160000
11792,20201120130000
21284,20201126000000
19733,20201116180000
24231,20201120190000
11953,20201129170000
21302,20201127120000
19576,20201106130000
22763,20201109150000
20276,20201110160000
21568,20201110160000
20001,20201116110000
20891,20201106170000
23707,20201114130000
11484,20201121200000
21521,20201117200000
15004,20201111180000
17701,20201106110000
16736,20201116190000
12359,20201116160000
18172,20201102150000
16688,20201117130000
21914,20201116120000
13236,20201119160000
13946,20201127170000
14642,20201119190000
15081,20201120230000
11857,20201102160000
17333,20201118200000
12543,20201123120000
14199,20201113150000
17186,20201118180000
23735,20201123130000
24576,20201126120000
21312,20201115150000
11122,20201130150000
20724,20201125230000
18048,20201130110000
23645,20201120160000
20694,20201125000000
24490,20201126130000
20504,20201123010000
14090,20201129170000
22692,20201105130000
23125,20201103120000
24983,20201123220000
20216,20201126200000
14530,20201112180000
19942,20201120200000
13797,20201101190000
20663,20201126160000
13793,20201126140000
10156,20201117130000
20068,20201105150000
20805,20201115230000
17939,20201106230000
10006,20201110170000
16484,20201113120000
19041,20201125120000
10802,20201130110000
23170,20201104180000
17657,20201118160000
21435,20201121120000
11714,20201126120000
18472,20201120170000
13083,20201104210000
16420,20201104170000
11353,20201124120000
11300,20201110140000
24530,20201119160000
11069,20201124180000
16190,20201120140000
12684,20201116190000
19816,20201112120000
13020,20201121020000
16892,20201130200000
11016,20201117230000
17419,20201112160000
11666,20201112180000
12740,20201102150000
14111,20201111200000
14660,20201102170000
19646,20201125110000
20577,20201113150000
18920,20201114210000
22496,20201105110000
12157,20201120120000
14644,20201113150000
18196,20201125170000
15982,20201120130000
16896,20201102170000
13487,20201113160000
12940,20201120210000
13991,20201124160000
10671,20201112120000
10054,20201114140000
22276,20201119190000
19217,20201106130000
14278,20201112110000
11514,20201112210000
13807,20201104180000
24468,20201112160000
10390,20201109230000
17511,20201118220000
17345,20201106150000
16443,20201118200000
19328,20201123190000
24934,20201128130000
21181,20201107120000
23526,20201119180000
15169,20201111110000
12022,20201119220000
24833,20201130190000
19759,20201108170000
18287,20201112110000
20340,20201109160000
21708,20201128140000
24846,20201104120000
17145,20201122130000
23682,20201117230000
18564,20201129230000
22395,20201109180000
14133,20201118110000
11619,20201126170000
17891,20201113120000
23346,20201105180000
18311,20201121190000
13611,20201106170000
23889,20201116150000
23245,20201120160000
18619,20201113190000
22875,20201113130000
19565,20201118150000
12049,20201118120000
10004,20201104120000
12137,20201123140000
16457,20201108170000
18646,20201121220000
16096,20201109140000
16842,20201124230000
23881,20201104130000
18502,20201111120000
19559,20201125160000
13868,20201101120000
22191,20201123150000
18146,20201121120000
18219,20201130110000
12966,20201110120000
24470,20201126120000
13509,20201110120000
20339,20201113160000
24325,20201128170000
21700,20201102150000
24870,20201124110000
16603,20201130190000
16563,20201115180000
12515,20201128210000
17865,20201122130000
13687,20201123110000
16269,20201106170000
14215,20201130190000
18284,20201120120000
19086,20201102120000
14275,20201127110000
22436,20201125190000
24254,20201114130000
12120,20201127140000
10559,20201119150000
10338,20201127130000
17179,20201109160000
20700,20201104220000
15142,20201103150000
10412,20201123140000
13930,20201118150000
11629,20201120140000
14018,20201106170000
23652,20201106150000
17322,20201106170000
24092,20201120130000
21438,20201126150000
16235,20201114150000
18276,20201128150000
22792,20201107200000
21912,20201106180000
19111,20201103120000
14911,20201104140000
16052,20201118200000
21275,20201106230000
15977,20201126180000
17058,20201118130000
10953,20201102210000
19582,20201110160000
16833,20201116170000
24207,20201130120000
12975,20201102120000
22607,20201118120000
21829,20201127150000
20555,20201116110000
18150,20201130170000
10158,20201120120000
13020,20201121010000
15290,20201109120000
11586,20201124160000
10931,20201118180000
20597,20201117150000
19506,20201119210000
16035,20201119140000
18831,20201117120000
19543,20201107130000
11716,20201108120000
16949,20201117130000
22469,20201121220000
24220,20201130150000
14561,20201123130000
10606,20201116130000
18098,20201105180000
19027,20201120170000
18528,20201102160000
11758,20201126190000
24605,20201108160000
22805,20201130190000
15965,20201125230000
14672,20201130180000
11713,20201111150000
14505,20201106190000
14675,20201106210000
10816,20201124190000
22237,20201115150000
22066,20201101140000
22554,20201118180000
14854,20201116160000
20901,20201118170000
11239,20201110120000
23570,20201125190000
21473,20201119130000
21693,20201127180000
22891,20201124180000
10038,20201103110000
10115,20201104200000
24488,20201117200000
20650,20201127160000
10608,20201119160000
24506,20201112180000
13758,20201109120000
17062,20201119180000
13714,20201123150000
17725,20201109190000
15623,20201117200000
18716,20201110180000
13239,20201103120000
18321,20201124130000
18941,20201104110000
22061,20201105190000
19077,20201124170000
13147,20201128160000
11060,20201119150000
12813,20201104210000
12322,20201130180000
17793,20201111170000
18017,20201123110000
16863,20201103120000
10793,20201112170000
22886,20201105220000
16684,20201116160000
22225,20201114210000
23551,20201121160000
10302,20201120110000
24323,20201105140000
20147,20201119000000
11148,20201127210000
21250,20201114170000
14122,20201103230000
17138,20201104160000
20915,20201118150000
22537,20201124220000
20346,20201102150000
14346,20201125140000
17687,20201103130000
22146,20201113190000
21141,20201105190000
12717,20201116170000
18089,20201114110000
18603,20201126130000
19556,20201110160000
14312,20201130150000
12043,20201103110000
21709,20201105180000
16228,20201124110000
19206,20201103150000
14202,20201108010000
22043,20201104200000
17723,20201102110000
24570,20201118150000
17115,20201113220000
18634,20201113130000
20856,20201106000000
14069,20201127140000
23394,20201102180000
20453,20201123150000
18780,20201103110000
18723,20201114110000
16229,20201120130000
14244,20201113110000
14193,20201120190000
22605,20201125120000
24123,20201113110000
21641,20201117180000
21185,20201126230000
10160,20201108100000
22673,20201123160000
24365,20201116160000
16541,20201125160000
12323,20201125110000
21352,20201124110000
12589,20201118220000
10853,20201113130000
20155,20201124150000
19679,20201126150000
11101,20201117160000
21289,20201119150000
16127,20201126190000
14012,20201103140000
20233,20201111140000
12051,20201117140000
13241,20201105170000
21769,20201112120000
15392,20201119120000
22958,20201106150000
15161,20201122010000
24670,20201105110000
14971,20201119160000
16299,20201117130000
17906,20201120170000
19019,20201128190000
21310,20201119190000
24734,20201116130000
11331,20201116200000
19023,20201102110000
19400,20201126160000
14490,20201124190000
11267,20201124160000
12779,20201106150000
23612,20201126180000
21820,20201112190000
18269,20201109010000
20326,20201111180000
24235,20201123190000
21540,20201130150000
20257,20201111110000
10064,20201114170000
16978,20201109130000
24036,20201110170000
16166,20201127220000
20381,20201116160000
14858,20201118160000
23683,20201112150000
11533,20201125110000
14670,20201116180000
14333,20201110170000
12472,20201128220000
12634,20201103120000
23523,20201110190000
21034,20201125180000
16514,20201111140000
21915,20201123190000
18838,20201116170000
22299,20201112190000
17656,20201117130000
10583,20201110180000
17941,20201127190000
21274,20201116190000
19709,20201123200000
10992,20201120130000
22874,20201117010000
10825,20201103120000
23248,20201110180000
17739,20201109180000
23323,20201104120000
13261,20201126150000
16126,20201109150000
24071,20201124200000
22467,20201106140000
10542,20201121170000
22523,20201118150000
17806,20201128140000
13641,20201118010000
13389,20201121190000
21249,20201127120000
14087,20201130120000
18900,20201118170000
10767,20201101130000
12932,20201127120000
10688,20201111180000
20205,20201128180000
20573,20201109170000
15020,20201125170000
22801,20201102150000
13683,20201114160000
23584,20201102210000
23423,20201106140000
13996,20201117170000
11939,20201121130000
18789,20201130170000
10228,20201125180000
19232,20201120010000
22317,20201127140000
15532,20201127170000
15734,20201104190000
11938,20201112190000
12561,20201127110000
11248,20201124170000
19348,20201106170000
20524,20201124180000
21414,20201116190000
17206,20201106170000
13020,20201121140000
24001,20201118170000
16413,20201116160000
10772,20201103170000
14841,20201124110000
15913,20201118180000
23918,20201111130000
23418,20201128220000
13133,20201119220000
11828,20201120180000
16585,20201126140000
21745,20201110110000
18320,20201120140000
22912,20201106180000
11970,20201125180000
21083,20201107230000
13043,20201102170000
19380,20201102130000
12205,20201102130000
12263,20201102200000
23732,20201107110000
22624,20201124120000
12417,20201110180000
19065,20201113120000
22669,20201122200000
19439,20201126170000
23164,20201116130000
19994,20201119130000
13237,20201121170000
20673,20201124160000
23927,20201102150000
10760,20201123110000
20716,20201111180000
17241,20201120190000
18711,20201118180000
10391,20201105150000
13228,20201116120000
12365,20201120200000
10980,20201110150000
21173,20201111170000
18987,20201101130000
23743,20201116180000
11529,20201104110000
15570,20201128110000
20189,20201116160000
15716,20201106150000
13108,20201109210000
19687,20201127150000
13249,20201111190000
23738,20201110140000
11604,20201102110000
11191,20201127140000
12680,20201120120000
19013,20201106120000
12371,20201104120000
11528,20201110230000
13115,20201102190000
18958,20201106170000
20538,20201119160000
12676,20201106120000
23674,20201123190000
21506,20201122200000
15675,20201103180000
19125,20201104180000
16122,20201113120000
15085,20201106130000
24373,20201106120000
18744,20201118110000
19237,20201130120000
24560,20201122130000
14494,20201115220000
23552,20201104150000
23536,20201127130000
12409,20201123230000
10884,20201130110000
11931,20201107120000
22991,20201113120000
21957,20201124120000
21499,20201110160000
19323,20201101160000
12711,20201128180000
20443,20201119130000
19037,20201123150000
13974,20201111150000
13225,20201125110000
12693,20201106150000
10055,20201117110000
20230,20201102120000
23441,20201126150000
16233,20201124160000
24407,20201120130000
18586,20201125120000
22627,20201127010000
17982,20201109170000
18942,20201103110000
17421,20201125110000
13048,20201103150000
15570,20201120160000
14799,20201104190000
15030,20201110120000
10094,20201122140000
24381,20201119120000
13709,20201106170000
21728,20201110180000
17869,20201103180000
21581,20201130120000
12180,20201124150000
13368,20201123190000
21534,20201130190000
24552,20201109130000
17883,20201110150000
12325,20201130160000
11810,20201102160000
19896,20201127160000
10099,20201128170000
14986,20201129140000
12539,20201109150000
14968,20201109110000
13430,20201126110000
24820,20201108160000
20305,20201126110000
19594,20201130190000
22539,20201126160000
24403,20201112110000
16254,20201109120000
17633,20201102180000
11652,20201117110000
14599,20201113130000
24779,20201110180000
12443,20201104180000
14555,20201105230000
13570,20201125220000
13549,20201130210000
16937,20201119190000
23402,20201130110000
16264,20201111220000
12056,20201129150000
22471,20201118120000
16597,20201109130000
11387,20201109130000
13575,20201117160000
15040,20201110130000
12703,20201113190000
18932,20201105130000
14311,20201113190000
18410,20201118110000
13596,20201105120000
15671,20201106140000
23545,20201125220000
16853,20201119190000
15302,20201125130000
18967,20201123160000
14127,20201124210000
24152,20201110210000
22951,20201109160000
12043,20201103210000
16506,20201121140000
10736,20201102160000
24069,20201117130000
22350,20201117220000
24038,20201101120000
18024,20201117160000
20332,20201117180000
13070,20201102110000
18623,20201118120000
18996,20201125160000
16404,20201128220000
13710,20201130190000
20404,20201106180000
14340,20201102000000
24559,20201110000000
20309,20201127130000
23102,20201106120000
20636,20201126200000
23598,20201125190000
23050,20201125180000
21714,20201130190000
15078,20201116110000
12479,20201105110000
10011,20201120150000
12609,20201103210000
20625,20201123150000
19604,20201109230000
22363,20201122150000
14020,20201117160000
18460,20201130180000
15280,20201130130000
16249,20201125170000
20574,20201108130000
20041,20201118180000
12469,20201120150000
24735,20201127230000
14757,20201117180000
23561,20201124110000
15742,20201128140000
13453,20201105120000
14859,20201116170000
19760,20201120170000
20809,20201118110000
19244,20201107190000
24511,20201123150000
14103,20201111180000
20970,20201130110000
23203,20201126150000
19243,20201126150000
17029,20201105170000
15311,20201130150000
13735,20201105140000
20353,20201128130000
17996,20201116110000
10301,20201102140000
22149,20201104170000
13486,20201123120000
17158,20201106220000
13763,20201118220000
17437,20201127130000
22874,20201112210000
21394,20201129130000
23808,20201124150000
10249,20201102190000
16722,20201125140000
19771,20201106120000
17024,20201129040000
21119,20201113160000
17112,20201112110000
24061,20201125150000
22936,20201130120000
12032,20201116130000
24482,20201120130000
12247,20201125110000
17392,20201121140000
16303,20201130130000
14380,20201101190000
19248,20201117220000
20610,20201128000000
15287,20201124180000
17343,20201124210000
14926,20201114170000
19763,20201116110000
24649,20201103160000
21694,20201113120000
23694,20201125130000
21935,20201106210000
17035,20201101190000
19263,20201125110000
14864,20201105120000
16541,20201130220000
17899,20201109150000
15490,20201130160000
21314,20201104120000
17102,20201124190000
15422,20201119110000
24120,20201101210000
23922,20201101220000
18647,20201103210000
17608,20201113130000
15828,20201101190000
19227,20201130110000
13307,20201118140000
15315,20201107230000
24229,20201116170000
12667,20201130140000
24031,20201103220000
23821,20201109150000
13789,20201117150000
16185,20201117190000
20753,20201116120000
22838,20201106110000
18050,20201118160000
15579,20201121160000
20441,20201127130000
16757,20201112130000
21894,20201124170000
23818,20201112190000
16565,20201120220000
19512,20201114110000
18299,20201130230000
14425,20201113000000
10173,20201119170000
24084,20201120150000
23049,20201109150000
13324,20201110170000
20707,20201109190000
12059,20201123130000
18072,20201102170000
23911,20201114120000
19882,20201109180000
19465,20201114180000
10717,20201104110000
10566,20201118130000
10638,20201104190000
23997,20201112110000
18130,20201104150000
11769,20201120110000
16737,20201123170000
24322,20201125110000
10574,20201105110000
12984,20201118160000
15592,20201111180000
21533,20201119110000
14543,20201106120000
22929,20201124190000
12300,20201123110000
14255,20201104230000
22606,20201120120000
11662,20201127170000
14171,20201123110000
10533,20201107160000
22879,20201126220000
21632,20201103110000
20362,20201124170000
18786,20201101000000
23731,20201112170000
23345,20201102190000
11121,20201130180000
13451,20201116160000
16604,20201123120000
18511,20201110190000
15373,20201116160000
14730,20201116130000
18060,20201123140000
12433,20201125110000
15569,20201130130000
18158,20201110160000
12811,20201127130000
20653,20201106230000
11266,20201106220000
10205,20201117000000
11324,20201121140000
13330,20201116200000
20994,20201107140000
23221,20201119160000
16456,20201105130000
23738,20201111120000
15035,20201110190000
18714,20201107220000
13335,20201113120000
19504,20201120090000
15348,20201119120000
10335,20201102130000
15073,20201120190000
13267,20201127150000
21106,20201111190000
10001,20201113190000
16809,20201114140000
13774,20201118120000
19177,20201124130000
22629,20201127130000
19645,20201110200000
20426,20201113170000
12769,20201111120000
17616,20201124210000
12498,20201125190000
19174,20201102150000
17550,20201112190000
24162,20201113190000
15068,20201126180000
21828,20201118170000
14962,20201109110000
11709,20201121130000
15052,20201111150000
24129,20201109210000
18442,20201129120000
20568,20201116130000
24561,20201112130000
24523,20201120140000
16116,20201130160000
19709,20201123190000
12575,20201118130000
24454,20201104170000
10661,20201114150000
14544,20201109180000
18158,20201110150000
17934,20201119160000
11403,20201111130000
16180,20201105110000
19739,20201103120000
10349,20201115120000
11743,20201125120000
14212,20201124190000
12519,20201112110000
10726,20201127200000
11722,20201117130000
11481,20201102120000
18788,20201123120000
18236,20201113130000
10995,20201121120000
10943,20201117180000
10047,20201104110000
20789,20201123160000
23880,20201109200000
12806,20201102110000
13093,20201105160000
12113,20201106110000
22381,20201127180000
11318,20201124120000
23924,20201125180000
13186,20201124140000
10341,20201106120000
17353,20201104150000
17336,20201120150000
21411,20201109160000
16785,20201107120000
12649,20201108120000
22428,20201128110000
10556,20201118110000
23595,20201116120000
21551,20201119170000
21613,20201117170000
11664,20201127150000
15917,20201113190000
14031,20201109120000
18026,20201123120000
19102,20201102160000
14622,20201127120000
14665,20201121150000
11547,20201116160000
13646,20201119210000
22582,20201127110000
13911,20201112160000
22773,20201104210000
15989,20201127170000
21174,20201119200000
13096,20201115140000
20368,20201127160000
10181,20201110110000
20248,20201101150000
14876,20201119120000
17568,20201109010000
19554,20201130170000
11750,20201117150000
16801,20201119230000
23474,20201119190000
17512,20201123190000
16783,20201124160000
19991,20201103170000
13001,20201130180000
21397,20201107120000
21622,20201130170000
14755,20201115130000
23943,20201103220000
24077,20201123120000
22782,20201126190000
14815,20201114160000
12215,20201106130000
23666,20201128000000
20663,20201130120000
21354,20201130170000
13476,20201101160000
18100,20201104110000
13736,20201102190000
12695,20201123120000
22323,20201130140000
15306,20201130190000
16640,20201110160000
17127,20201103110000
13890,20201130120000
16648,20201118120000
23435,20201109170000
17247,20201111190000
12979,20201117160000
17345,20201102230000
19895,20201121190000
22791,20201107120000
20470,20201119180000
23959,20201121120000
23317,20201111170000
21336,20201128110000
16869,20201127180000
15208,20201130170000
22256,20201119190000
13800,20201120190000
20165,20201120170000
17667,20201123180000
21888,20201130190000
22497,20201105220000
21677,20201129120000
22946,20201119110000
17232,20201126120000
20609,20201126220000
15659,20201102170000
14034,20201111160000
18966,20201118190000
14736,20201101170000
23356,20201126230000
17611,20201120020000
23528,20201118120000
24824,20201111120000
17177,20201104110000
18540,20201110110000
23944,20201106150000
22883,20201104110000
19474,20201126170000
20359,20201116170000
15094,20201110110000
20734,20201130170000
17125,20201105120000
23569,20201116120000
19945,20201102160000
24325,20201128180000
17965,20201125130000
23623,20201103190000
24776,20201127110000
14752,20201102120000
17392,20201119130000
18393,20201119190000
15970,20201102140000
21718,20201102230000
23413,20201104160000
24227,20201123230000
12832,20201112120000
16146,20201127170000
22120,20201125130000
18385,20201109130000
20636,20201127160000
21563,20201106200000
11293,20201109200000
14788,20201123120000
10502,20201110210000
19631,20201102170000
23619,20201110130000
17848,20201125180000
10933,20201110180000
12165,20201130170000
10641,20201113120000
13756,20201109190000
16767,20201130140000
18681,20201111110000
10434,20201123130000
15658,20201109120000
13174,20201104200000
15794,20201117200000
21375,20201125120000
19026,20201129140000
12682,20201110220000
23367,20201116170000
14491,20201109220000
10282,20201118160000
23597,20201119190000
24526,20201102120000
24090,20201110120000
11742,20201118150000
12838,20201112110000
11022,20201116110000
22046,20201112170000
20040,20201124130000
19292,20201112150000
18720,20201118110000
19138,20201110220000
18202,20201123120000
13828,20201129190000
17751,20201130120000
16002,20201130120000
14938,20201106180000
24842,20201120160000
15878,20201118210000
10606,20201111110000
16059,20201104200000
12214,20201116200000
17519,20201117220000
23216,20201127150000
19123,20201103120000
19100,20201120180000
15445,20201104110000
11217,20201116150000
18212,20201105170000
21458,20201127170000
18133,20201130110000
22430,20201130110000
18050,20201124110000
12645,20201116130000
21003,20201126190000
15950,20201120140000
10317,20201125190000
18322,20201130160000
10199,20201118150000
23348,20201113190000
17125,20201102110000
11685,20201122210000
18100,20201124170000
18553,20201105110000
16688,20201110190000
24099,20201111110000
13598,20201115120000
20737,20201105120000
13683,20201112130000
14805,20201127190000
15082,20201110170000
24486,20201101120000
12106,20201125130000
20729,20201130130000
15219,20201104180000
14609,20201111110000
12609,20201102200000
18038,20201111160000
15221,20201127170000
24859,20201120190000
17381,20201106130000
12802,20201113150000
14268,20201105220000
12991,20201120110000
15745,20201105150000
10623,20201102130000
14452,20201111180000
18300,20201105110000
22034,20201116190000
19795,20201109130000
14282,20201105120000
24171,20201127120000
21354,20201119120000
16580,20201117170000
22039,20201119190000
14445,20201105160000
23428,20201106140000
15631,20201102190000
22159,20201106130000
11346,20201103130000
19374,20201109150000
17509,20201118160000
21443,20201110230000
17979,20201113180000
11106,20201129200000
15966,20201106130000
19600,20201105210000
10899,20201104190000
17409,20201112120000
22167,20201123110000
16863,20201111090000
13925,20201101160000
15348,20201119110000
15670,20201130140000
15620,20201123210000
18598,20201114110000
14131,20201125130000
17227,20201113120000
18108,20201107190000
14780,20201107110000
16556,20201111110000
21323,20201105150000
23305,20201113110000
24075,20201130010000
10360,20201130180000
24471,20201123180000
16220,20201104000000
12849,20201104110000
14341,20201129010000
13067,20201102190000
14243,20201123190000
24942,20201101110000
22948,20201116180000
17894,20201116130000
20960,20201126180000
13144,20201130230000
13629,20201109180000
23184,20201113120000
13954,20201103120000
14318,20201126110000
21592,20201128110000
20149,20201117010000
23051,20201110170000
18601,20201119170000
16907,20201107140000
12081,20201104110000
18945,20201109110000
24519,20201111210000
22925,20201117190000
16102,20201112110000
11435,20201120230000
23339,20201118130000
19519,20201111190000
20238,20201114190000
21273,20201125190000
12396,20201121170000
10260,20201116190000
13004,20201126190000
24262,20201118110000
19935,20201130110000
22261,20201124170000
17929,20201124110000
17970,20201114190000
11491,20201123160000
16985,20201107130000
21363,20201101010000
15100,20201118000000
12495,20201110120000
22155,20201108120000
13274,20201110160000
24335,20201122210000
11527,20201104150000
21088,20201116210000
17341,20201113200000
16731,20201120130000
20232,20201121200000
20748,20201113220000
23405,20201120130000
24635,20201130210000
17956,20201120110000
11657,20201103120000
16262,20201102150000
12357,20201104110000
11493,20201112120000
15242,20201119150000
11949,20201120180000
12848,20201126210000
13266,20201124140000
10457,20201115190000
24068,20201120120000
19373,20201117000000
19223,20201118110000
13791,20201112180000
21453,20201116110000
24237,20201116190000
23143,20201112140000
17830,20201117200000
13726,20201124180000
16838,20201123160000
23185,20201128160000
23189,20201103130000
10928,20201119170000
22962,20201102190000
13039,20201109120000
14906,20201111180000
24738,20201130140000
16776,20201127160000
17485,20201130150000
23969,20201128120000
12162,20201106110000
15363,20201128180000
19387,20201120000000
21130,20201128120000
20971,20201129110000
14033,20201125210000
14000,20201105180000
24591,20201117170000
10269,20201119160000
13778,20201125130000
10907,20201116120000
21779,20201126160000
18599,20201125190000
16941,20201115230000
17256,20201117150000
19662,20201105190000
15042,20201105150000
14178,20201109180000
17944,20201103170000
24895,20201113130000
20271,20201106170000
23296,20201119180000
20716,20201105180000
18006,20201124150000
19545,20201119180000
20544,20201127150000
15098,20201104180000
19580,20201120190000
17984,20201110120000
17819,20201127110000
21139,20201121230000
14731,20201106110000
15182,20201113150000
20341,20201104160000
15299,20201111160000
22775,20201107130000
13669,20201129150000
20849,20201130170000
23737,20201118180000
24701,20201122160000
11007,20201104120000
12288,20201123130000
11856,20201104220000
14905,20201109180000
21358,20201120160000
15998,20201127160000
10816,20201104220000
23407,20201119120000
24653,20201113170000
22398,20201119160000
14499,20201108230000
15541,20201113160000
18343,20201123170000
10262,20201126190000
17587,20201115020000
