,0
291,0.08351117
292,0.25752306
293,0.15354109
294,0.18667576
295,0.16813853
296,0.9999987
297,0.12039459
298,0.62456363
299,0.25876045
300,1.0
301,0.16917685
302,1.0
303,1.0
304,1.0
305,0.7385425
306,0.10975528
307,0.12364015
308,0.11028066
309,0.99957323
310,0.9998609
311,0.9527957
312,1.0
313,1.0
314,0.034908444
315,1.0
316,0.0071950555
317,0.15614933
318,0.58989525
319,0.005856365
320,0.0010332763
321,0.10142404
322,0.9347037
323,1.0
324,0.17779544
325,0.19810304
326,0.019731522
327,0.37714148
328,1.0
329,0.10676691
330,0.17083043
331,0.18653083
332,0.9970265
333,4.6044228e-08
334,0.32618493
335,0.018934816
336,0.7449607
337,0.013453305
338,0.99999964
339,1.0
340,0.13018724
341,0.13158706
342,1.0
343,0.3794788
344,1.0
345,0.9822831
346,1.0
347,0.02980861
348,0.094558686
349,1.0
350,0.22529489
351,0.8450947
352,0.16752774
353,0.1842168
354,0.028273404
355,1.0
356,0.17763802
357,0.24276069
358,0.5663462
359,0.20722759
360,0.0055300295
361,0.024512023
362,0.14645344
363,0.010668665
364,0.12972799
365,0.003105998
366,0.4200573
367,0.03915459
368,0.01641801
369,0.06796935
370,0.08380243
371,0.04454407
372,0.43185252
373,0.04872784
374,0.15856805
375,0.21701887
376,0.06754777
377,0.46896914
378,0.014348149
379,0.027987063
380,0.30227065
381,0.080515265
382,0.40015265
383,0.15401423
384,0.21026853
385,0.013968527
386,1.0
387,0.9877966
388,1.1984683e-10
389,0.111816406
390,0.9508709
391,0.039588153
392,0.05449304
393,0.7101995
394,0.18094394
395,0.18656862
396,0.1361855
397,0.14024267
398,0.7339082
399,0.23703274
400,1.0
401,0.031139225
402,0.52957356
403,0.15800396
404,1.0
405,0.99999905
406,0.032291114
407,0.089377135
408,0.28092754
409,0.4822499
410,0.8157344
411,0.22144699
412,0.14226457
413,1.0
414,0.14406252
415,1.0
416,1.0
417,0.0025539398
418,0.33495772
419,0.9999956
420,0.09768456
421,0.21846083
422,0.23761588
423,0.17384484
424,1.0
425,0.6683854
426,0.019779801
427,1.0
428,0.1340689
429,0.043354034
430,1.0
431,0.096636325
432,1.0
433,1.0
434,0.20298645
435,0.9200895
436,0.108198225
437,0.41229042
438,0.034003973
439,1.0
440,0.17219591
441,0.032736123
442,0.020713806
443,1.0
444,0.17615557
445,0.5201228
446,2.5217998e-05
447,1.0
448,0.998006
449,0.9036719
450,0.62141025
451,0.14682636
452,0.20415032
453,0.62402654
454,0.05259198
455,0.67869556
456,0.09889436
457,0.0031217337
458,0.14985007
459,0.0015213788
460,0.1884813
461,0.014255077
462,0.12057048
463,0.44800574
464,0.028339893
465,0.11557469
466,0.99511003
467,0.15365219
468,0.8360629
469,0.03282258
470,0.0023041368
471,0.0046066344
472,0.023133636
473,0.9945929
474,1.0
475,0.132447
476,0.14294311
477,0.16906133
478,0.52751774
479,0.035898358
480,0.059040934
481,0.17595837
482,0.15137824
483,0.008573681
484,0.0486165
485,0.0035211444
486,0.99488074
487,0.14300779
488,0.0067181587
489,0.11540285
490,0.20454726
491,0.10809848
492,0.0029146075
493,0.5706388
494,1.0
495,0.26492113
496,1.0
497,0.10160333
498,0.01603362
499,0.7678515
500,0.23700482
501,0.44937223
502,0.041023254
503,0.0013914108
504,0.008653432
505,0.019686759
506,0.12004095
507,0.0004902482
508,0.22166818
509,0.022708893
510,0.997409
511,0.9824853
512,0.18665281
513,0.01844275
514,0.006464511
515,0.024696201
516,0.13805586
517,0.11803883
518,0.058455408
519,0.31831914
520,0.23910448
521,0.6685251
522,0.058015972
523,0.15906891
524,0.01057741
525,0.039043456
526,0.039889812
527,0.81065667
528,0.11214727
529,1.0
530,0.24303132
531,1.0
532,0.9999976
533,0.010285258
534,0.0003772676
535,0.056670785
536,0.07672924
537,0.036373585
538,0.31489068
539,4.013078e-08
540,0.20291153
541,0.07552636
542,0.03750676
543,0.33381686
544,0.20702168
545,1.0
546,0.00032538176
547,1.0
548,0.999979
549,0.22635803
550,0.12038264
551,0.33307743
552,0.013744563
553,0.071094185
554,0.0032812357
555,0.09418109
556,0.16482502
557,0.21985856
558,0.21105805
559,1.0
560,0.22777596
561,1.0
562,0.13953009
563,0.99978316
564,0.042636186
565,0.018367529
566,0.06673288
567,0.007524878
568,1.0
569,0.16266853
570,0.3593468
571,0.13727418
572,0.263129
573,0.9814525
574,0.17365214
575,0.18836999
576,0.05447665
577,0.8446871
578,0.0053698123
579,1.0
580,0.14244461
581,0.9980329
582,0.08448088
583,0.36203605
584,0.99987066
585,0.8888117
586,0.9453445
587,0.99390554
588,0.08548927
589,0.1388888
590,0.66572773
591,0.030795485
592,0.2856674
593,0.19128928
594,0.9999981
595,0.3033806
596,0.02217865
597,1.220223e-19
598,0.06618613
599,0.090851694
600,0.5186298
601,1.0
602,0.027522087
603,0.94084156
604,0.4778813
605,0.9624081
606,0.075295925
607,0.18981078
608,0.035571843
609,0.080530375
610,1.0
611,0.13327014
612,0.1309022
613,0.1932432
614,0.99997413
615,0.22771272
616,1.1775242e-11
617,0.27343905
618,0.11900377
619,0.45342684
620,1.0
621,1.0
622,0.14117867
623,0.03154719
624,1.0
625,0.6715221
626,0.99954
627,0.11817753
628,0.23306566
629,0.07856065
630,0.046993524
631,1.0
632,0.022965252
633,0.16559085
634,0.000700295
635,1.0
636,0.16882065
637,0.086042345
638,0.009210706
639,0.1007261
640,0.12339002
641,0.9954804
642,0.18519822
643,0.4715249
644,0.21181381
645,0.08848789
646,0.9983204
647,0.8237592
648,0.045526654
649,0.24387053
650,0.12867594
651,0.09986648
652,0.048398823
653,1.0
654,0.923577
655,0.12913698
656,0.36607757
657,0.11370754
658,0.004063189
659,0.04104173
660,0.6257651
661,0.5372957
662,1.0
663,0.99275804
664,0.28181422
665,0.16244695
666,0.17775488
667,1.0
668,0.077546984
669,0.055856973
670,0.03762251
671,0.90289044
672,0.08098775
673,0.98324454
674,0.039546907
675,0.32200205
676,1.0
677,0.017634839
678,0.91940176
679,1.0
680,0.95385146
681,0.015383214
682,0.23150125
683,1.0
684,0.9694151
685,0.77080196
686,1.0
687,0.0896596
688,0.99924827
689,0.79187524
690,0.018598884
691,0.00969106
692,0.11751503
693,0.3330673
694,0.16484767
695,0.17794812
696,0.2667241
697,1.0
698,0.99999356
699,0.123479545
700,0.99999857
701,0.13872695
702,0.09171298
703,0.61857337
704,0.95383465
705,0.08725637
706,0.13282406
707,1.0
708,1.0
709,0.15257677
710,0.021391362
711,0.8381995
712,0.9961853
713,0.86195755
714,1.0
715,0.24544671
716,1.0
717,0.15436268
718,0.0796195
719,0.19243881
720,0.17347878
721,0.011476755
722,0.99991
723,0.19301978
724,0.95640033
725,0.28632504
726,0.99996054
727,0.13592169
728,0.009931058
729,0.0054528713
730,0.02718246
731,0.01204139
732,0.16617614
733,0.079386115
734,0.26708013
735,0.88904274
736,0.5645477
737,0.94348896
738,0.63931787
739,0.016414195
740,1.0
741,0.24947718
742,0.0013719797
743,0.10692459
744,0.8615973
745,0.12711671
746,0.11656034
747,0.19401446
748,0.13244754
749,0.9986229
750,0.16487283
751,0.5310282
752,0.15312323
753,0.14853501
754,0.998194
755,0.2770291
756,0.34608006
757,0.005306989
758,0.25027484
759,0.020114452
760,0.11549801
761,0.120349616
762,0.22292092
763,0.061395973
764,0.16311726
765,0.99980474
766,0.0468224
767,0.12032667
768,0.005518168
769,0.073622555
770,0.7701035
771,0.9998799
772,0.9997035
773,0.11601859
774,0.8895259
775,0.57610536
776,0.18241191
777,0.050329685
778,0.13084209
779,0.09483066
780,0.29856405
781,0.00080260634
782,1.0
783,0.030196607
784,0.081808865
785,1.0
786,1.0
787,0.99528944
788,0.6638867
789,1.0
790,0.054500967
791,0.118093014
792,0.073084146
793,0.20885748
794,0.12753305
795,0.15810105
796,0.020564556
797,0.5078292
798,0.13125402
799,0.21941084
800,0.9999988
801,0.045651674
802,1.0
803,0.17619199
804,0.032554805
805,0.06502676
806,0.9739038
807,0.00024938583
808,0.09019697
809,0.87458575
810,0.1255247
811,0.018063754
812,0.09041327
813,0.9840994
814,1.0
815,0.892197
816,0.11674556
817,0.97168845
818,0.15436965
819,1.0
820,0.49318817
821,0.982695
822,0.11163038
823,0.2619743
824,0.97688663
825,0.9999998
826,0.6074222
827,0.14026979
828,0.7695118
829,1.0
830,0.15014273
831,0.9708533
832,0.019279182
833,0.16963813
834,0.9946119
835,0.009765863
836,0.14049307
837,0.051024705
838,0.72734845
839,0.9999995
840,0.16507038
841,0.011935264
842,0.07354388
843,0.19461942
844,0.37865758
845,0.99999726
846,0.02764085
847,0.9991524
848,0.46954072
849,0.9999828
850,0.18537149
851,0.5565336
852,0.99943405
853,0.14849856
854,0.065994084
855,1.0
856,1.0
857,0.84014463
858,0.33843133
859,0.090859324
860,0.03898686
861,0.05733511
862,0.0831804
863,0.21177945
864,0.00058442354
865,0.021514714
866,0.26814917
867,0.13679603
868,0.08866534
869,0.17561275
870,0.3679343
871,0.2220783
872,0.15522411
873,0.14099419
874,0.122602135
875,0.19744673
876,0.1848008
877,0.16355592
878,0.076556325
879,1.0
880,0.0028039813
881,0.8521173
882,0.99999905
883,0.5156744
884,0.13757133
885,0.16724607
886,0.94865286
887,0.24740523
888,0.99420094
889,0.17615017
890,0.00038823485
891,0.20905477
892,0.9999981
893,0.4486128
894,0.067890376
895,0.05312428
896,0.1191825
897,0.0018013418
898,0.008797497
899,0.0106545985
900,0.9679692
901,0.120380074
902,0.10027933
903,0.09508389
904,0.07913631
905,1.0
906,0.1637992
907,0.2357339
908,0.20756081
909,0.069557816
910,0.8876943
911,0.04782936
912,0.9903785
913,0.13631937
914,0.9995817
915,0.0033130944
916,0.58115125
917,0.033817023
918,0.03721255
919,0.009607047
920,0.493346
921,0.008120477
922,0.9964038
923,0.9957752
924,0.1369293
925,0.27798527
926,0.707582
927,1.0
928,0.28761324
929,0.15857428
930,0.066771775
931,0.3176887
932,1.0
933,0.6060635
934,0.0063355267
935,0.18251622
936,0.06766701
937,1.0
938,0.06280506
939,0.98111707
940,1.0
941,0.63555616
942,0.13908276
943,0.012465298
944,1.0
945,0.19691938
946,0.44048914
947,0.011930883
948,0.89471924
949,0.00090655684
950,0.9984181
951,0.0008383095
952,0.5747719
953,0.370201
954,0.8754359
955,0.09923035
956,0.14417943
957,1.0
958,0.1620929
959,0.9999926
960,0.1302959
961,0.07431385
962,0.13655367
963,0.07354787
964,0.12997693
965,0.08356309
966,0.0035518706
967,0.072012395
968,1.0
969,0.24766687
970,0.29605713
971,0.13250652
972,1.0
973,1.0
974,0.57636034
975,0.09593445
976,0.49260417
977,0.05615565
978,1.0
979,0.2293742
980,0.031651497
981,0.15338469
982,1.0
983,0.11168206
984,1.0
985,0.8626031
986,0.00014728308
987,0.9894715
988,1.0
989,1.0
990,0.8049237
991,1.0
992,0.0006695092
993,0.2817552
994,0.48366982
995,0.29547197
996,0.040014178
997,0.96197
998,0.7323065
999,0.033130825
1000,0.07990849
1001,0.00022244453
1002,0.63065207
1003,0.31078854
1004,0.3084281
1005,0.15602759
1006,0.73082757
1007,0.002156049
1008,0.047609806
1009,0.08528498
1010,0.16815624
1011,0.2413623
1012,0.122686505
1013,0.1441538
1014,0.6352744
1015,0.9999224
1016,0.043189496
1017,0.15205368
1018,1.0
1019,0.14417934
1020,0.06707716
1021,1.0
1022,0.12513837
1023,0.121997654
1024,0.9999998
1025,0.4551203
1026,0.25760466
1027,0.9999956
1028,0.11939219
1029,0.14600033
1030,0.014133453
1031,0.16564316
1032,0.08245665
1033,0.06966019
1034,0.5692697
1035,0.06636876
1036,0.99999815
1037,0.28472066
1038,0.0008703768
1039,0.02791667
1040,1.0
1041,0.52348685
1042,0.052205175
1043,1.0
1044,0.011803001
1045,0.9701748
1046,1.0
1047,0.087028265
1048,0.047860295
1049,0.119552284
1050,0.20276153
1051,0.06568116
1052,0.056854755
1053,1.0
1054,0.0016822517
1055,0.13236785
1056,0.10471511
1057,1.0
1058,0.20373479
1059,0.15414286
1060,0.06757039
1061,0.0014340281
1062,0.23350462
1063,0.23911348
1064,0.39989865
1065,1.0
1066,0.361302
1067,0.113952935
1068,1.0
1069,0.15738302
1070,0.1421766
1071,1.0
1072,0.090414524
1073,0.30601484
1074,0.3075821
1075,0.48654965
1076,0.12628075
1077,0.1716443
1078,0.07123694
1079,1.0
1080,0.9999969
1081,0.7273846
1082,0.9761938
1083,0.9671396
1084,0.030436188
1085,0.0031950474
1086,0.97670126
1087,0.17684788
1088,0.29437143
1089,0.18860531
1090,0.08717853
1091,0.22125307
1092,0.15757099
1093,0.1883491
1094,0.13282114
1095,0.84541833
1096,0.5169726
1097,0.09316072
1098,0.99907947
1099,0.13388753
1100,0.9999813
1101,0.09249732
1102,1.0
1103,0.01589492
1104,0.0349935
1105,0.06285143
1106,0.9999987
1107,0.5906977
1108,0.9585695
1109,0.2358323
1110,0.11016309
1111,0.20952359
1112,0.0016565919
1113,0.10115698
1114,0.056304544
1115,0.14816162
1116,0.008170843
1117,0.088158816
1118,0.15249044
1119,0.050120324
1120,0.17803368
1121,0.9993211
1122,0.07430315
1123,0.11686641
1124,1.0
1125,1.0
1126,0.086865366
1127,1.0
1128,0.10709882
1129,0.0047391355
1130,0.8386111
1131,0.15586504
1132,0.08966443
1133,0.010321587
1134,0.97617996
1135,0.15794727
1136,0.11702815
1137,0.3802729
1138,1.0
1139,0.8172662
1140,0.00019237399
1141,0.1430648
1142,0.019925326
1143,1.0
1144,1.0
1145,0.91673726
1146,0.29019812
1147,0.0131290555
1148,0.07896677
1149,0.041874647
1150,0.99990976
1151,0.2641939
1152,0.7404552
1153,0.999979
1154,0.104987144
1155,0.0023891032
1156,0.019430995
1157,0.16583925
1158,0.06931332
1159,0.10749951
1160,1.0
1161,0.99467087
1162,0.13090786
1163,0.0217264
1164,0.9976841
1165,0.11790267
1166,0.73303354
1167,0.24366209
1168,0.3993355
1169,0.08701256
1170,0.015830368
1171,0.5993541
1172,0.99145055
1173,0.28964907
1174,0.7085162
1175,0.017383158
1176,0.0006777048
1177,1.0
1178,0.06333366
1179,0.12916827
1180,0.16647509
1181,0.83901215
1182,0.0001834631
1183,0.9891039
1184,0.02555281
1185,0.85696346
1186,1.0
1187,0.10812041
1188,0.30224222
1189,0.080078185
1190,0.010835767
1191,0.18625581
1192,0.3256026
1193,0.12292993
1194,0.8933809
1195,0.9984363
1196,0.0005964041
1197,0.04642144
1198,0.16651702
1199,0.12090999
1200,1.0
1201,0.09588885
1202,0.08381295
1203,0.03386846
1204,0.1588588
1205,1.0
1206,0.23724455
1207,0.14765581
1208,1.0
1209,0.16934034
1210,0.4818757
1211,1.0
1212,0.15381303
1213,1.0
1214,0.016586632
1215,0.020567954
1216,0.0027537346
1217,0.017965585
1218,0.01019457
1219,0.049234867
1220,0.101712525
1221,0.8617002
1222,1.0
1223,0.99897903
1224,0.15693381
1225,0.9999992
1226,0.99802744
1227,0.12995851
1228,0.8591578
1229,0.022507101
1230,0.103422016
1231,0.41865504
1232,0.10150719
1233,0.1548714
1234,0.034066856
1235,0.0067539215
1236,0.08631697
1237,0.14252481
1238,0.98142767
1239,0.71505505
1240,0.7353
1241,0.24009457
1242,0.33433446
1243,0.24242389
1244,0.13186005
1245,0.008894026
1246,0.01852882
1247,0.061666876
1248,0.12987301
1249,0.24765566
1250,0.94147384
1251,0.99992144
1252,0.99998426
1253,0.03545019
1254,0.19797182
1255,0.28775924
1256,0.22246727
1257,0.08570218
1258,0.03700936
1259,0.0006018281
1260,0.99999833
1261,0.14167643
1262,0.059346616
1263,0.019010335
1264,0.14009812
1265,0.018961042
1266,0.8682688
1267,0.094890565
1268,0.9875542
1269,0.053051233
1270,0.9533128
1271,0.05512646
1272,0.21357274
1273,0.95076436
1274,0.24058455
1275,0.58881396
1276,0.007987648
1277,0.18394291
1278,0.8044282
1279,0.99999136
1280,0.17207262
1281,0.059349537
1282,0.697905
1283,1.0
1284,1.0
1285,1.0
1286,1.0
1287,0.7295375
1288,0.0047623813
1289,0.043242514
1290,0.110479146
1291,1.0
1292,0.14247915
1293,0.14008653
1294,0.095012635
1295,0.4709219
1296,0.9998367
1297,0.02090305
1298,0.04847932
1299,0.056291908
1300,0.31699497
1301,0.12117934
1302,0.2869747
1303,0.15695402
1304,0.90930855
1305,0.33230764
1306,0.03789434
1307,0.014160961
1308,0.64963937
1309,1.0
1310,0.99967885
1311,0.8321512
1312,0.16190246
1313,0.23196277
1314,0.13584697
1315,0.7143484
1316,0.25813127
1317,0.16178179
1318,0.011382192
1319,0.015215367
1320,1.0
1321,0.1695582
1322,0.044777364
1323,0.10723415
1324,0.06546819
1325,0.012470484
1326,0.37114507
1327,0.9788658
1328,0.22359201
1329,0.99752104
1330,0.06644663
1331,0.23641214
1332,0.4094253
1333,0.03532979
1334,0.0018353164
1335,0.9722316
1336,0.18923408
1337,0.23407647
1338,0.2836743
1339,0.99766624
1340,0.7932991
1341,0.84232575
1342,0.05148223
1343,0.8211459
1344,0.03865975
1345,0.6974162
1346,0.073408514
1347,0.43572548
1348,1.0
1349,0.3357468
1350,0.98944086
1351,0.9909303
1352,0.09692648
1353,0.08004746
1354,0.72454536
1355,0.17315683
1356,0.9520247
1357,0.9999999
1358,0.040076166
1359,0.030678868
1360,0.13340199
1361,0.9664707
1362,0.11355001
1363,1.0
1364,0.050184697
1365,0.7034633
1366,1.0
1367,0.00073847175
1368,0.9999996
1369,1.0
1370,0.86433786
1371,0.71640396
1372,0.040150642
1373,1.0
1374,0.18780029
1375,0.1360757
1376,0.04668358
1377,0.048116207
1378,0.17701912
1379,0.053672403
1380,0.18970177
1381,1.0
1382,0.11215809
1383,1.0
1384,0.06127706
1385,0.17446661
1386,1.0
1387,0.09975624
1388,0.0775834
1389,0.37139618
1390,0.20288143
1391,0.16019616
1392,1.0
1393,0.23713845
1394,0.1966446
1395,0.067103535
1396,0.93227535
1397,0.10289177
1398,0.018077254
1399,0.10253543
1400,0.17622405
1401,0.48557276
1402,0.31340367
1403,0.12331697
1404,0.15084168
1405,0.016541958
1406,0.06689477
1407,0.022879213
1408,0.21914762
1409,0.90840316
1410,0.00079640746
1411,0.23634344
1412,0.9999855
1413,0.075998336
1414,0.11874533
1415,0.022750497
1416,1.0
1417,0.33030835
1418,1.0
1419,0.19650996
1420,0.005379975
1421,8.076334e-05
1422,0.9999751
1423,1.0
1424,0.06656098
1425,0.26536554
1426,0.19503745
1427,0.084123015
1428,0.9999064
1429,0.66759753
1430,0.004700005
1431,0.19645351
1432,0.09396431
1433,0.88895524
1434,0.13622248
1435,0.08488494
1436,1.0
1437,1.0
1438,0.68601084
1439,0.104144365
1440,0.17008361
1441,0.9976182
1442,1.0
1443,0.09403294
1444,0.31234562
1445,0.10002175
1446,0.14493668
1447,0.6554429
1448,0.06270018
1449,0.047531962
1450,0.0017726421
1451,0.9993005
1452,0.05990246
1453,0.25524664
1454,0.9313606
1455,0.999606
1456,0.99890965
1457,0.6532538
1458,0.11372864
1459,0.116307765
1460,0.12584975
1461,0.43443835
1462,0.08043417
1463,0.12191644
1464,0.99996984
1465,0.99999946
1466,0.7582535
1467,0.9988607
1468,0.13248911
1469,0.015361756
1470,0.28090772
1471,1.0
1472,0.16175264
1473,0.9760531
1474,0.030819386
1475,0.25251663
1476,0.8976388
1477,0.23805195
1478,0.003188163
1479,0.0065252185
1480,0.18189082
1481,0.0015732646
1482,0.0779559
1483,1.0
1484,0.34923613
1485,0.9385899
1486,0.017490894
1487,0.034952044
1488,0.010786474
1489,0.043554395
1490,0.20679244
1491,0.36768094
1492,0.008545697
1493,0.02655378
1494,0.036932886
1495,0.23377997
1496,0.31893086
1497,0.3335486
1498,0.9997366
1499,0.97822315
1500,0.042470217
1501,0.70354694
1502,0.6731123
1503,0.0259507
1504,0.075574815
1505,0.86285186
1506,0.06387493
1507,0.059052557
1508,0.1078881
1509,1.0
1510,0.08958924
1511,1.0
1512,0.13344264
1513,0.09549135
1514,0.07950738
1515,0.17286682
1516,0.056838065
1517,0.12721008
1518,0.12317464
1519,0.042727947
1520,0.21404535
1521,0.14588597
1522,0.038865924
1523,0.22865316
1524,0.119983494
1525,0.045126855
1526,0.2136392
1527,0.09392738
1528,0.9998302
1529,0.99998903
1530,0.18814605
1531,0.17169333
1532,0.9999933
1533,0.047285616
1534,0.06817073
1535,0.07895249
1536,0.0869312
1537,0.8869537
1538,0.21176398
1539,0.34819534
1540,0.99989897
1541,0.19109473
1542,0.006029576
1543,0.9288304
1544,0.6737033
1545,0.4220963
1546,0.14646351
1547,1.0
1548,0.106977195
1549,0.04873258
1550,0.9810003
1551,0.16349712
1552,0.23582393
1553,0.0028694868
1554,0.14983901
1555,0.11452967
1556,0.9993447
1557,0.0057094395
1558,0.6746762
1559,0.9999892
1560,0.15450764
1561,0.09323001
1562,0.15422481
1563,0.2609088
1564,0.007129878
1565,1.0
1566,0.6790308
1567,0.8012382
1568,0.039549053
1569,0.7965028
1570,0.06663066
1571,0.018730968
1572,0.7425643
1573,0.20172468
1574,0.024965793
1575,0.012818426
1576,0.9996553
1577,0.28335
1578,0.19298038
1579,0.78426933
1580,0.0037899613
1581,0.0633463
1582,0.0131961405
1583,1.0
1584,1.0
1585,1.0
1586,0.016703486
1587,0.13640004
1588,0.93601334
1589,0.09197205
1590,0.09693062
1591,0.3143881
1592,0.008403301
1593,0.6980021
1594,0.5841762
1595,0.15813443
1596,1.0
1597,0.9998604
1598,0.19300011
1599,0.17509985
1600,0.55914026
1601,0.10024887
1602,0.87827027
1603,0.861894
1604,1.0
1605,0.09322131
1606,0.1751931
1607,1.0
1608,0.3455522
1609,0.18345052
1610,0.054902077
1611,0.09684789
1612,0.19863665
1613,0.0017362535
1614,0.97407293
1615,0.1191237
1616,0.31144947
1617,1.0
1618,0.15506792
1619,1.0
1620,0.07468286
1621,0.6206773
1622,0.0044077933
1623,0.82884216
1624,0.6040126
1625,0.0333184
1626,0.010893077
1627,0.15619266
1628,0.0026756823
1629,0.6724716
1630,0.27674472
1631,0.9998356
1632,0.11581403
1633,0.1079939
1634,0.22317076
1635,0.10140255
1636,1.0
1637,1.0
1638,0.29401207
1639,0.537189
1640,0.20964569
1641,0.009751201
1642,0.03957042
1643,0.9999936
1644,0.3886397
1645,0.0004824996
1646,0.79301214
1647,0.15533713
1648,0.159498
1649,0.5968683
1650,0.0073956847
1651,0.24647671
1652,0.8830594
1653,0.00032785535
1654,0.05416915
1655,0.16154447
1656,0.023783952
1657,0.0059854686
1658,1.0
1659,0.14334992
1660,0.017490715
1661,0.04836741
1662,0.33122748
1663,0.55245715
1664,0.8760476
1665,0.23165998
1666,0.003194034
1667,0.99991983
1668,0.14604044
1669,0.21029603
1670,0.8031306
1671,4.822535e-05
1672,0.07998088
1673,0.20758197
1674,0.10578191
1675,0.04065925
1676,0.4036609
1677,0.40644878
1678,0.2502546
1679,0.1101
1680,0.94225824
1681,1.0
1682,0.12430769
1683,0.995947
1684,0.013790607
1685,0.03691879
1686,0.028044522
1687,0.044724435
1688,1.0
1689,0.13692486
1690,0.018674284
1691,0.023127317
1692,0.018434554
1693,0.97598386
1694,0.04694143
1695,1.0
1696,0.18790594
